post_text,time,likes,shares,comments,src,fake_status,last_word,finalized,words,avg_word_length,urgent_words,post_text_tokens,final_words,stop_words,marks,exclamation_marks,keywords,Predictions
от последните минути! мъж се обеси в ареста в пловдив,11/1/2021 16:57,-0.16302132530534594,-0.1744613030502885,-0.24446470967115116,petel.bg,1,пловдив,True,10,4.4,0,"['от', 'последните', 'минути', '!', 'мъж', 'се', 'обеси', 'в', 'ареста', 'в', 'пловдив']","['от', 'последните', 'минути', 'мъж', 'се', 'обеси', 'в', 'ареста', 'в', 'пловдив']",4,1,1,мъж се обеси в ареста в пловдив от последните минути,1
нова промяна за всички шофьори. до месеци слагат нови стикери на колите ни,10/1/2021 22:54,-0.15960608613219904,0.17402791091994482,0.15674466119308056,petel.bg,1,ни,True,13,4.769230769,0,"['нова', 'промяна', 'за', 'всички', 'шофьори', '.', 'до', 'месеци', 'слагат', 'нови', 'стикери', 'на', 'колите', 'ни']","['нова', 'промяна', 'за', 'всички', 'шофьори', 'до', 'месеци', 'слагат', 'нови', 'стикери', 'на', 'колите', 'ни']",7,1,0,до месеци слагат нови стикери на колите ни нова промяна за всички шофьори,1
тотомилионер от благоевград си търси шофьор за 1000 лева заплата,10/1/2021 18:35,0.2024092662213724,0.008080666172214661,0.3869467592299348,petel.bg,1,заплата,True,10,5.5,0,"['тотомилионер', 'от', 'благоевград', 'си', 'търси', 'шофьор', 'за', '1000', 'лева', 'заплата']","['тотомилионер', 'от', 'благоевград', 'си', 'търси', 'шофьор', 'за', '1000', 'лева', 'заплата']",3,0,0,тотомилионер от благоевград си търси шофьор за 1000 лева заплата,1
ексклузивно! доц. мангъров блъсна младо момче с колата. то почна да рита колата. полиция на мястото,9/1/2021 8:55,-0.054872084822360764,-0.1744613030502885,0.46587319284257056,petel.bg,1,мястото,True,16,5.25,1,"['ексклузивно', '!', 'доц', '.', 'мангъров', 'блъсна', 'младо', 'момче', 'с', 'колата', '.', 'то', 'почна', 'да', 'рита', 'колата', '.', 'полиция', 'на', 'мястото']","['ексклузивно', 'доц', 'мангъров', 'блъсна', 'младо', 'момче', 'с', 'колата', 'то', 'почна', 'да', 'рита', 'колата', 'полиция', 'на', 'мястото']",4,4,1,мангъров блъсна младо момче с колата то почна да рита колата полиция на мястото ексклузивно доц,1
тотален обрат! борисов призова радев за обединение за измъкване от,8/1/2021 15:49,0.19102513564421605,0.008080666172214661,2.2482951519279277,petel.bg,1,от,False,10,5.7,0,"['тотален', 'обрат', '!', 'борисов', 'призова', 'радев', 'за', 'обединение', 'за', 'измъкване', 'от']","['тотален', 'обрат', 'борисов', 'призова', 'радев', 'за', 'обединение', 'за', 'измъкване', 'от']",3,1,1,борисов призова радев за обединение за измъкване от тотален обрат,1
"в язовир хисар намериха трупа на 50-годишен мъж. излязъл отвкъщи и казал, че ще се",8/1/2021 15:27,-0.24043341323000902,-0.22424547647460757,-0.4352035909016876,petel.bg,1,се,False,15,4.533333333,0,"['в', 'язовир', 'хисар', 'намериха', 'трупа', 'на', '50-годишен', 'мъж', '.', 'излязъл', 'отвкъщи', 'и', 'казал', ',', 'че', 'ще', 'се']","['в', 'язовир', 'хисар', 'намериха', 'трупа', 'на', '50годишен', 'мъж', 'излязъл', 'отвкъщи', 'и', 'казал', 'че', 'ще', 'се']",6,3,0,в язовир хисар намериха трупа на 50 излязъл отвкъщи и казал че ще се годишен мъж,1
нова стрелба! две компании се стрелят в заведение в софия. мъж е,8/1/2021 15:00,-0.24043341323000902,-0.23254283871199408,-0.21815589846693925,petel.bg,1,е,False,12,4.416666667,0,"['нова', 'стрелба', '!', 'две', 'компании', 'се', 'стрелят', 'в', 'заведение', 'в', 'софия', '.', 'мъж', 'е']","['нова', 'стрелба', 'две', 'компании', 'се', 'стрелят', 'в', 'заведение', 'в', 'софия', 'мъж', 'е']",6,2,1,две компании се стрелят в заведение в софия нова стрелба мъж е,1
"слави трифонов: ако джамбазки беше барабанист на ""канарите"", а не евродепутат, сега щеше да е в затвора",8/1/2021 14:10,-0.17212862976707102,-0.23254283871199408,-0.3365455488858929,petel.bg,1,затвора,True,17,5.117647059,0,"['слави', 'трифонов', ':', 'ако', 'джамбазки', 'беше', 'барабанист', 'на', '``', 'канарите', ""''"", ',', 'а', 'не', 'евродепутат', ',', 'сега', 'щеше', 'да', 'е', 'в', 'затвора']","['слави', 'трифонов', 'ако', 'джамбазки', 'беше', 'барабанист', 'на', '', 'канарите', '', 'а', 'не', 'евродепутат', 'сега', 'щеше', 'да', 'е', 'в', 'затвора']",9,5,0,"сега щеше да е в затвора канарите "", а не евродепутат ако джамбазки беше барабанист на слави трифонов",1
българия полудя! стрелба с автомат от джип насред велико търново. 3-ма младежи са,8/1/2021 13:10,-0.09016288961154541,-0.09978504291380995,-0.06030303124166775,petel.bg,1,са,False,13,5.307692308,0,"['българия', 'полудя', '!', 'стрелба', 'с', 'автомат', 'от', 'джип', 'насред', 'велико', 'търново', '.', '3-ма', 'младежи', 'са']","['българия', 'полудя', 'стрелба', 'с', 'автомат', 'от', 'джип', 'насред', 'велико', 'търново', '3ма', 'младежи', 'са']",3,3,1,стрелба с автомат от джип насред велико търново ма младежи са българия полудя 3,1
извънредно! акция в русе. има много арестувани полицаи. взимали са пари от,8/1/2021 12:06,0.45855220420738996,0.3482725179050615,0.623726060067842,petel.bg,1,от,False,12,5.25,1,"['извънредно', '!', 'акция', 'в', 'русе', '.', 'има', 'много', 'арестувани', 'полицаи', '.', 'взимали', 'са', 'пари', 'от']","['извънредно', 'акция', 'в', 'русе', 'има', 'много', 'арестувани', 'полицаи', 'взимали', 'са', 'пари', 'от']",5,3,1,има много арестувани полицаи взимали са пари от акция в русе извънредно,1
откриха труп тази сутрин на автобусна спирка. пълно е с полиция в,8/1/2021 11:34,-0.20514260844082438,-0.182758665287675,-0.46808960490695245,petel.bg,1,в,False,12,4.5,0,"['откриха', 'труп', 'тази', 'сутрин', 'на', 'автобусна', 'спирка', '.', 'пълно', 'е', 'с', 'полиция', 'в']","['откриха', 'труп', 'тази', 'сутрин', 'на', 'автобусна', 'спирка', 'пълно', 'е', 'с', 'полиция', 'в']",5,1,0,откриха труп тази сутрин на автобусна спирка пълно е с полиция в,1
"поклон! катето евро и павел попандов скърбят. 11 души от ""оркестър без име"" починаха",8/1/2021 11:19,0.1887483095287848,-0.12467712962596947,0.11070424158570971,petel.bg,1,починаха,True,14,5.071428571,0,"['поклон', '!', 'катето', 'евро', 'и', 'павел', 'попандов', 'скърбят', '.', '11', 'души', 'от', '``', 'оркестър', 'без', 'име', ""''"", 'починаха']","['поклон', 'катето', 'евро', 'и', 'павел', 'попандов', 'скърбят', '11', 'души', 'от', '', 'оркестър', 'без', 'име', '', 'починаха']",3,4,1,катето евро и павел попандов скърбят оркестър без име 11 души от починаха поклон,1
българският лекарски съюз: трима лекари починаха от ковид,8/1/2021 9:11,0.007740633351999077,-0.149569216338129,1.1630566897541863,petel.bg,1,ковид,True,8,6.25,0,"['българският', 'лекарски', 'съюз', ':', 'трима', 'лекари', 'починаха', 'от', 'ковид']","['българският', 'лекарски', 'съюз', 'трима', 'лекари', 'починаха', 'от', 'ковид']",1,1,0,трима лекари починаха от ковид българският лекарски съюз,1
"нинова обяви 10 стъпки: вдига пенсиите, освобождава от данъци младите българи до",8/1/2021 7:24,0.34698772455125787,0.19891999763210433,2.478497249964782,petel.bg,1,до,False,12,5.75,0,"['нинова', 'обяви', '10', 'стъпки', ':', 'вдига', 'пенсиите', ',', 'освобождава', 'от', 'данъци', 'младите', 'българи', 'до']","['нинова', 'обяви', '10', 'стъпки', 'вдига', 'пенсиите', 'освобождава', 'от', 'данъци', 'младите', 'българи', 'до']",2,2,0,освобождава от данъци младите българи до нинова обяви 10 стъпки вдига пенсиите,1
"герб са сигурни в победата на ""борисов 4"". ще бият пак всички с",7/1/2021 22:30,-0.08105558514982034,-0.24084020094938058,1.4064131933931465,petel.bg,1,с,False,13,3.923076923,0,"['герб', 'са', 'сигурни', 'в', 'победата', 'на', '``', 'борисов', '4', ""''"", '.', 'ще', 'бият', 'пак', 'всички', 'с']","['герб', 'са', 'сигурни', 'в', 'победата', 'на', '', 'борисов', '4', '', 'ще', 'бият', 'пак', 'всички', 'с']",7,3,0,"герб са сигурни в победата на ще бият пак всички с борисов 4 "".",1
поредно зверско убийство в българия. син уби баща си в,7/1/2021 21:30,-0.23815658711457774,-0.24913756318676708,-0.2641963180743101,petel.bg,1,в,False,10,4.5,0,"['поредно', 'зверско', 'убийство', 'в', 'българия', '.', 'син', 'уби', 'баща', 'си', 'в']","['поредно', 'зверско', 'убийство', 'в', 'българия', 'син', 'уби', 'баща', 'си', 'в']",4,1,0,син уби баща си в поредно зверско убийство в българия,1
кошмар в русе. мъж с 2 отрицателни теста е починал. вързан е с бинтове за,7/1/2021 20:40,-0.28483152248091875,-0.2574349254241536,-0.4154719824985286,petel.bg,1,за,False,15,3.933333333,1,"['кошмар', 'в', 'русе', '.', 'мъж', 'с', '2', 'отрицателни', 'теста', 'е', 'починал', '.', 'вързан', 'е', 'с', 'бинтове', 'за']","['кошмар', 'в', 'русе', 'мъж', 'с', '2', 'отрицателни', 'теста', 'е', 'починал', 'вързан', 'е', 'с', 'бинтове', 'за']",6,2,0,мъж с 2 отрицателни теста е починал вързан е с бинтове за кошмар в русе,1
голяма трагедия в банско. иван баща на 2 деца се самоуби на именния си ден,7/1/2021 20:17,0.1648416353167565,0.31508306895551547,0.5447996264552063,petel.bg,1,ден,True,15,4.0,1,"['голяма', 'трагедия', 'в', 'банско', '.', 'иван', 'баща', 'на', '2', 'деца', 'се', 'самоуби', 'на', 'именния', 'си', 'ден']","['голяма', 'трагедия', 'в', 'банско', 'иван', 'баща', 'на', '2', 'деца', 'се', 'самоуби', 'на', 'именния', 'си', 'ден']",6,1,0,иван баща на 2 деца се самоуби на именния си ден голяма трагедия в банско,1
"всеки момент ще гръмне по световните сайтове! нова българска ""традиция"". хвърлиха кръста в надуваем басейн",7/1/2021 19:40,-0.19603530397909932,-0.00021669606517184744,0.24882550040782228,petel.bg,1,басейн,True,15,6.133333333,0,"['всеки', 'момент', 'ще', 'гръмне', 'по', 'световните', 'сайтове', '!', 'нова', 'българска', '``', 'традиция', ""''"", '.', 'хвърлиха', 'кръста', 'в', 'надуваем', 'басейн']","['всеки', 'момент', 'ще', 'гръмне', 'по', 'световните', 'сайтове', 'нова', 'българска', '', 'традиция', '', 'хвърлиха', 'кръста', 'в', 'надуваем', 'басейн']",5,4,1,"всеки момент ще гръмне по световните сайтове хвърлиха кръста в надуваем басейн традиция "". нова българска",1
"съседи завлякоха покойник в банката, за да изтеглят спестяванията му за кремация. дойде полиция и ги",7/1/2021 18:40,-0.27572421801919367,-0.23254283871199408,-0.44835799650379354,petel.bg,1,ги,False,16,5.3125,0,"['съседи', 'завлякоха', 'покойник', 'в', 'банката', ',', 'за', 'да', 'изтеглят', 'спестяванията', 'му', 'за', 'кремация', '.', 'дойде', 'полиция', 'и', 'ги']","['съседи', 'завлякоха', 'покойник', 'в', 'банката', 'за', 'да', 'изтеглят', 'спестяванията', 'му', 'за', 'кремация', 'дойде', 'полиция', 'и', 'ги']",7,2,0,за да изтеглят спестяванията му за кремация съседи завлякоха покойник в банката дойде полиция и ги,1
10-годишно дете кара бмв и размахва пистолет из пещера,7/1/2021 17:45,-0.19375847786366804,0.041270115121760695,0.5316452208531004,petel.bg,1,пещера,True,9,5.111111111,0,"['10-годишно', 'дете', 'кара', 'бмв', 'и', 'размахва', 'пистолет', 'из', 'пещера']","['10годишно', 'дете', 'кара', 'бмв', 'и', 'размахва', 'пистолет', 'из', 'пещера']",2,1,0,годишно дете кара бмв и размахва пистолет из пещера 10,1
стажантки по медицина си направиха селфи по време на операция в пловдив. вижда се отворения корем на пациентката,7/1/2021 16:40,-0.12317686828529877,0.16573054868255832,2.2154091379226633,petel.bg,1,пациентката,True,18,5.277777778,0,"['стажантки', 'по', 'медицина', 'си', 'направиха', 'селфи', 'по', 'време', 'на', 'операция', 'в', 'пловдив', '.', 'вижда', 'се', 'отворения', 'корем', 'на', 'пациентката']","['стажантки', 'по', 'медицина', 'си', 'направиха', 'селфи', 'по', 'време', 'на', 'операция', 'в', 'пловдив', 'вижда', 'се', 'отворения', 'корем', 'на', 'пациентката']",8,1,0,стажантки по медицина си направиха селфи по време на операция в пловдив вижда се отворения корем на пациентката,1
нова касапница! във фолксваген ковчег загина мъж на пътя за,7/1/2021 14:59,-0.003643497225157258,-0.06659559396426391,-0.290505129278522,petel.bg,1,за,False,10,5.0,1,"['нова', 'касапница', '!', 'във', 'фолксваген', 'ковчег', 'загина', 'мъж', 'на', 'пътя', 'за']","['нова', 'касапница', 'във', 'фолксваген', 'ковчег', 'загина', 'мъж', 'на', 'пътя', 'за']",4,1,1,във фолксваген ковчег загина мъж на пътя за нова касапница,1
зверска катастрофа край враца. пожарна и линейка на мястото. режат колата. вадят отвътре,7/1/2021 13:04,0.12272035218127805,0.0495674773591472,-0.3562771572890518,petel.bg,1,отвътре,False,13,5.846153846,1,"['зверска', 'катастрофа', 'край', 'враца', '.', 'пожарна', 'и', 'линейка', 'на', 'мястото', '.', 'режат', 'колата', '.', 'вадят', 'отвътре']","['зверска', 'катастрофа', 'край', 'враца', 'пожарна', 'и', 'линейка', 'на', 'мястото', 'режат', 'колата', 'вадят', 'отвътре']",2,3,0,пожарна и линейка на мястото зверска катастрофа край враца режат колата вадят отвътре,1
огромна трагедия в шумен! електрическо одеяло уби семейство,7/1/2021 9:55,0.19671720093279424,0.6220854717388162,-0.10634345084903861,petel.bg,1,семейство,True,8,6.5,2,"['огромна', 'трагедия', 'в', 'шумен', '!', 'електрическо', 'одеяло', 'уби', 'семейство']","['огромна', 'трагедия', 'в', 'шумен', 'електрическо', 'одеяло', 'уби', 'семейство']",1,1,1,огромна трагедия в шумен електрическо одеяло уби семейство,1
новогодишното безумие с гърмежите: стреляха по майка с бебе на терасата. куршумите са пробили,7/1/2021 9:42,-0.09357812878469231,-0.09978504291380995,-0.0011082060321909392,petel.bg,1,пробили,True,14,5.714285714,0,"['новогодишното', 'безумие', 'с', 'гърмежите', ':', 'стреляха', 'по', 'майка', 'с', 'бебе', 'на', 'терасата', '.', 'куршумите', 'са', 'пробили']","['новогодишното', 'безумие', 'с', 'гърмежите', 'стреляха', 'по', 'майка', 'с', 'бебе', 'на', 'терасата', 'куршумите', 'са', 'пробили']",5,2,0,стреляха по майка с бебе на терасата новогодишното безумие с гърмежите куршумите са пробили,1
какво става в българия? жена е зверски убита в хасково. арестуваха сина й,7/1/2021 9:16,-0.20855784761397128,-0.21594811423722104,-0.25104191247220414,petel.bg,1,й,True,13,4.692307692,0,"['какво', 'става', 'в', 'българия', '?', 'жена', 'е', 'зверски', 'убита', 'в', 'хасково', '.', 'арестуваха', 'сина', 'й']","['какво', 'става', 'в', 'българия', 'жена', 'е', 'зверски', 'убита', 'в', 'хасково', 'арестуваха', 'сина', 'й']",5,2,0,жена е зверски убита в хасково какво става в българия арестуваха сина й,1
бивш полицейски и граничен шеф: данс се владее от дпс и се управлява от пеевски. борисов прави паралелни структури в мвр,6/1/2021 19:00,-0.021858106148607392,0.29019098224335593,-0.15238387045640947,petel.bg,1,мвр,True,21,4.761904762,0,"['бивш', 'полицейски', 'и', 'граничен', 'шеф', ':', 'данс', 'се', 'владее', 'от', 'дпс', 'и', 'се', 'управлява', 'от', 'пеевски', '.', 'борисов', 'прави', 'паралелни', 'структури', 'в', 'мвр']","['бивш', 'полицейски', 'и', 'граничен', 'шеф', 'данс', 'се', 'владее', 'от', 'дпс', 'и', 'се', 'управлява', 'от', 'пеевски', 'борисов', 'прави', 'паралелни', 'структури', 'в', 'мвр']",9,2,0,данс се владее от дпс и се управлява от пеевски борисов прави паралелни структури в мвр бивш полицейски и граничен шеф,1
неописуема драма. йордан тръгна да се дави при скачането за кръстта,6/1/2021 15:45,0.037339372852605544,-0.21594811423722104,-0.34312275168694584,petel.bg,1,кръстта,True,11,5.181818182,1,"['неописуема', 'драма', '.', 'йордан', 'тръгна', 'да', 'се', 'дави', 'при', 'скачането', 'за', 'кръстта']","['неописуема', 'драма', 'йордан', 'тръгна', 'да', 'се', 'дави', 'при', 'скачането', 'за', 'кръстта']",4,1,0,йордан тръгна да се дави при скачането за кръстта неописуема драма,1
ревизоро: варна пие водата на бургас. не искам война между двата града,6/1/2021 13:05,-0.22904928265285268,-0.24913756318676708,-0.1721154788595684,petel.bg,1,града,True,12,4.916666667,0,"['ревизоро', ':', 'варна', 'пие', 'водата', 'на', 'бургас', '.', 'не', 'искам', 'война', 'между', 'двата', 'града']","['ревизоро', 'варна', 'пие', 'водата', 'на', 'бургас', 'не', 'искам', 'война', 'между', 'двата', 'града']",3,2,0,не искам война между двата града варна пие водата на бургас ревизоро,1
президентът радев обяви: борисов и пеевски са ортаци. гласовете на дпс отиват за,6/1/2021 12:27,0.7306329250014263,-0.06659559396426391,0.4329871788373057,petel.bg,1,за,False,13,5.230769231,0,"['президентът', 'радев', 'обяви', ':', 'борисов', 'и', 'пеевски', 'са', 'ортаци', '.', 'гласовете', 'на', 'дпс', 'отиват', 'за']","['президентът', 'радев', 'обяви', 'борисов', 'и', 'пеевски', 'са', 'ортаци', 'гласовете', 'на', 'дпс', 'отиват', 'за']",4,2,0,гласовете на дпс отиват за борисов и пеевски са ортаци президентът радев обяви,1
каракачанов: трябва да има глоба за леденото хоро в калофер. и аз се хвърлях за кръста,6/1/2021 11:43,0.13865813498929694,0.09935165078346625,4.754209419129113,petel.bg,1,кръста,True,16,4.4375,0,"['каракачанов', ':', 'трябва', 'да', 'има', 'глоба', 'за', 'леденото', 'хоро', 'в', 'калофер', '.', 'и', 'аз', 'се', 'хвърлях', 'за', 'кръста']","['каракачанов', 'трябва', 'да', 'има', 'глоба', 'за', 'леденото', 'хоро', 'в', 'калофер', 'и', 'аз', 'се', 'хвърлях', 'за', 'кръста']",9,2,0,трябва да има глоба за леденото хоро в калофер и аз се хвърлях за кръста каракачанов,1
ново жестоко убийство! агресията завладя българия. жената е убита жестоко!,6/1/2021 10:43,-0.15391402084362088,-0.008514058302558355,0.25540270320887526,petel.bg,1,жестоко!,True,10,6.5,0,"['ново', 'жестоко', 'убийство', '!', 'агресията', 'завладя', 'българия', '.', 'жената', 'е', 'убита', 'жестоко', '!']","['ново', 'жестоко', 'убийство', 'агресията', 'завладя', 'българия', 'жената', 'е', 'убита', 'жестоко']",1,3,2,жената е убита жестоко ново жестоко убийство агресията завладя българия,1
ужасна новина в този миг! светът се моли за чудо! д-р дре е в болницата,6/1/2021 10:11,-0.24157182628772467,-0.24913756318676708,-0.40231757689642267,petel.bg,1,болницата,True,15,3.8,0,"['ужасна', 'новина', 'в', 'този', 'миг', '!', 'светът', 'се', 'моли', 'за', 'чудо', '!', 'д-р', 'дре', 'е', 'в', 'болницата']","['ужасна', 'новина', 'в', 'този', 'миг', 'светът', 'се', 'моли', 'за', 'чудо', 'др', 'дре', 'е', 'в', 'болницата']",7,3,2,ужасна новина в този миг светът се моли за чудо р дре е в болницата д,1
"""ню йорк поуст"": николай младенов се връща в българия заради ""тежък здравословен проблем""",6/1/2021 8:09,-0.2506791307494497,-0.23254283871199408,-0.16553827605851543,petel.bg,1,"проблем""",True,13,5.923076923,0,"['``', 'ню', 'йорк', 'поуст', ""''"", ':', 'николай', 'младенов', 'се', 'връща', 'в', 'българия', 'заради', '``', 'тежък', 'здравословен', 'проблем', ""''""]","['', 'ню', 'йорк', 'поуст', '', 'николай', 'младенов', 'се', 'връща', 'в', 'българия', 'заради', '', 'тежък', 'здравословен', 'проблем', '']",3,5,0,"ню йорк поуст "": николай младенов се връща в българия заради тежък здравословен проблем",1
извънредно! южна корея прати разрушител към иран!,5/1/2021 22:10,-0.054872084822360764,-0.03340614501471788,-0.16553827605851543,petel.bg,1,иран!,True,7,6.142857143,1,"['извънредно', '!', 'южна', 'корея', 'прати', 'разрушител', 'към', 'иран', '!']","['извънредно', 'южна', 'корея', 'прати', 'разрушител', 'към', 'иран']",1,2,2,южна корея прати разрушител към иран извънредно,1
новата звезда на герб пощури мрежата с палави снимки,5/1/2021 17:09,-0.2643400874420373,-0.24913756318676708,-0.24446470967115116,petel.bg,1,снимки,True,9,4.888888889,0,"['новата', 'звезда', 'на', 'герб', 'пощури', 'мрежата', 'с', 'палави', 'снимки']","['новата', 'звезда', 'на', 'герб', 'пощури', 'мрежата', 'с', 'палави', 'снимки']",2,0,0,новата звезда на герб пощури мрежата с палави снимки,1
извънредно! новият щам на ковид е в българия!,5/1/2021 15:36,-0.25523278298031227,-0.182758665287675,1.235405920565769,petel.bg,1,българия!,True,8,4.75,1,"['извънредно', '!', 'новият', 'щам', 'на', 'ковид', 'е', 'в', 'българия', '!']","['извънредно', 'новият', 'щам', 'на', 'ковид', 'е', 'в', 'българия']",3,2,2,новият щам на ковид е в българия извънредно,1
като бойно поле. в българия се стреля напосоки по улиците. с куршум в тила простреляха жена в шумен,5/1/2021 13:44,-0.11179273770814244,-0.025108782777331373,0.051509416376232894,petel.bg,1,шумен,True,18,4.555555556,0,"['като', 'бойно', 'поле', '.', 'в', 'българия', 'се', 'стреля', 'напосоки', 'по', 'улиците', '.', 'с', 'куршум', 'в', 'тила', 'простреляха', 'жена', 'в', 'шумен']","['като', 'бойно', 'поле', 'в', 'българия', 'се', 'стреля', 'напосоки', 'по', 'улиците', 'с', 'куршум', 'в', 'тила', 'простреляха', 'жена', 'в', 'шумен']",7,2,0,с куршум в тила простреляха жена в шумен в българия се стреля напосоки по улиците като бойно поле,1
"радан кънев: г-н борисов, 2020 г. беше провал. неадекватното ви поведение струва 15 хиляди живота за 2 месеца",4/1/2021 22:09,0.4175693341296271,0.008080666172214661,0.5053364096488885,petel.bg,1,месеца,True,18,5.111111111,0,"['радан', 'кънев', ':', 'г-н', 'борисов', ',', '2020', 'г.', 'беше', 'провал', '.', 'неадекватното', 'ви', 'поведение', 'струва', '15', 'хиляди', 'живота', 'за', '2', 'месеца']","['радан', 'кънев', 'гн', 'борисов', '2020', 'г', 'беше', 'провал', 'неадекватното', 'ви', 'поведение', 'струва', '15', 'хиляди', 'живота', 'за', '2', 'месеца']",5,5,0,неадекватното ви поведение струва 15 хиляди живота за 2 месеца радан кънев н борисов беше провал 2020 г г,1
великобритания се разпада след брекзит,4/1/2021 19:17,0.23200800572197888,0.057864839596533706,0.2356710948057163,petel.bg,1,брекзит,True,5,6.8,0,"['великобритания', 'се', 'разпада', 'след', 'брекзит']","['великобритания', 'се', 'разпада', 'след', 'брекзит']",2,0,0,великобритания се разпада след брекзит,1
от последните минути! дават по 120 лева на пенсионерите да си купят храна. парите ще се раздават от,4/1/2021 16:18,0.1785025920093441,0.5225171248901781,2.3535303967447754,petel.bg,1,от,False,18,4.555555556,0,"['от', 'последните', 'минути', '!', 'дават', 'по', '120', 'лева', 'на', 'пенсионерите', 'да', 'си', 'купят', 'храна', '.', 'парите', 'ще', 'се', 'раздават', 'от']","['от', 'последните', 'минути', 'дават', 'по', '120', 'лева', 'на', 'пенсионерите', 'да', 'си', 'купят', 'храна', 'парите', 'ще', 'се', 'раздават', 'от']",8,2,1,дават по 120 лева на пенсионерите да си купят храна парите ще се раздават от от последните минути,1
от последните минути! изчезналият костадин райков се е скрил във вила в страх от,4/1/2021 13:40,-0.18123593422879608,-0.23254283871199408,-0.3825859684932637,petel.bg,1,от,False,14,4.785714286,0,"['от', 'последните', 'минути', '!', 'изчезналият', 'костадин', 'райков', 'се', 'е', 'скрил', 'във', 'вила', 'в', 'страх', 'от']","['от', 'последните', 'минути', 'изчезналият', 'костадин', 'райков', 'се', 'е', 'скрил', 'във', 'вила', 'в', 'страх', 'от']",6,1,1,изчезналият костадин райков се е скрил във вила в страх от от последните минути,1
водещата на фен тв пощури зрителите: не ви ли изглеждам пияна и надрусана? показа в ефир,4/1/2021 11:22,-0.22791086959513704,-0.23254283871199408,-0.040571422838508814,petel.bg,1,ефир,False,16,4.5625,0,"['водещата', 'на', 'фен', 'тв', 'пощури', 'зрителите', ':', 'не', 'ви', 'ли', 'изглеждам', 'пияна', 'и', 'надрусана', '?', 'показа', 'в', 'ефир']","['водещата', 'на', 'фен', 'тв', 'пощури', 'зрителите', 'не', 'ви', 'ли', 'изглеждам', 'пияна', 'и', 'надрусана', 'показа', 'в', 'ефир']",6,2,0,не ви ли изглеждам пияна и надрусана водещата на фен тв пощури зрителите показа в ефир,1
"борисов разказа за бедното си детство. радвали се у дома баща му като купил печка ""раховец""",4/1/2021 10:32,0.3686175726478549,0.30678570671812894,3.5505813065364182,petel.bg,1,"""раховец""",True,16,4.75,0,"['борисов', 'разказа', 'за', 'бедното', 'си', 'детство', '.', 'радвали', 'се', 'у', 'дома', 'баща', 'му', 'като', 'купил', 'печка', '``', 'раховец', ""''""]","['борисов', 'разказа', 'за', 'бедното', 'си', 'детство', 'радвали', 'се', 'у', 'дома', 'баща', 'му', 'като', 'купил', 'печка', '', 'раховец', '']",6,3,0,радвали се у дома баща му като купил печка борисов разказа за бедното си детство раховец,1
идва люта зима. сняг над цяла българия и минус 20 градуса от,4/1/2021 9:22,2.564616360981312,5.907505216954021,1.4524536130005175,petel.bg,1,от,False,12,4.083333333,0,"['идва', 'люта', 'зима', '.', 'сняг', 'над', 'цяла', 'българия', 'и', 'минус', '20', 'градуса', 'от']","['идва', 'люта', 'зима', 'сняг', 'над', 'цяла', 'българия', 'и', 'минус', '20', 'градуса', 'от']",3,1,0,сняг над цяла българия и минус 20 градуса от идва люта зима,1
бивш служител в нсо: ще има коалиция герб - слави трифонов,4/1/2021 2:41,-0.23587976099914648,-0.21594811423722104,0.1764762695962395,petel.bg,1,трифонов,True,11,4.363636364,0,"['бивш', 'служител', 'в', 'нсо', ':', 'ще', 'има', 'коалиция', 'герб', '-', 'слави', 'трифонов']","['бивш', 'служител', 'в', 'нсо', 'ще', 'има', 'коалиция', 'герб', 'слави', 'трифонов']",4,2,0,ще има коалиция герб бивш служител в нсо слави трифонов,1
"изчезна костадин от царево. брат му пред медиите: подозирам, че е убит. скара се със",3/1/2021 21:29,0.10905939548869045,0.373164604617221,-0.34969995448799884,petel.bg,1,със,False,15,4.666666667,0,"['изчезна', 'костадин', 'от', 'царево', '.', 'брат', 'му', 'пред', 'медиите', ':', 'подозирам', ',', 'че', 'е', 'убит', '.', 'скара', 'се', 'със']","['изчезна', 'костадин', 'от', 'царево', 'брат', 'му', 'пред', 'медиите', 'подозирам', 'че', 'е', 'убит', 'скара', 'се', 'със']",7,4,0,изчезна костадин от царево брат му пред медиите че е убит скара се със подозирам,1
важно за всички! министър ангелов обяви: масовата ваксинация започва преди,3/1/2021 19:13,-0.11520797688128934,-0.13297449186335597,1.886548997870014,petel.bg,1,преди,False,10,6.5,0,"['важно', 'за', 'всички', '!', 'министър', 'ангелов', 'обяви', ':', 'масовата', 'ваксинация', 'започва', 'преди']","['важно', 'за', 'всички', 'министър', 'ангелов', 'обяви', 'масовата', 'ваксинация', 'започва', 'преди']",3,2,1,масовата ваксинация започва преди министър ангелов обяви важно за всички,1
нов крупен обир. откраднаха 1 милион лева от къща в,3/1/2021 17:36,0.6156532061721474,0.33167779343028847,2.235140746325822,petel.bg,1,в,False,10,4.2,0,"['нов', 'крупен', 'обир', '.', 'откраднаха', '1', 'милион', 'лева', 'от', 'къща', 'в']","['нов', 'крупен', 'обир', 'откраднаха', '1', 'милион', 'лева', 'от', 'къща', 'в']",3,1,0,откраднаха 1 милион лева от къща в нов крупен обир,1
