post_text,time,likes,shares,comments,src,fake_status,last_word,finalized,words,avg_word_length,urgent_words,post_text_tokens,final_words,stop_words,marks,exclamation_marks,Cluster
"вярваме, че гласуването по пощата е най-адекватната мярка. след като българската държава не може да влезе в 21 век, поне да използваме практика от 19-и век. това заяви председателят на ”демократична българия” христо иванов по време на разговора на политическата група с президента румен радев.",9/1/2021 12:25,236,23,31,frognews.bg,0,радев.,True,45,5.533333333,0,"['вярваме', ',', 'че', 'гласуването', 'по', 'пощата', 'е', 'най-адекватната', 'мярка', '.', 'след', 'като', 'българската', 'държава', 'не', 'може', 'да', 'влезе', 'в', '21', 'век', ',', 'поне', 'да', 'използваме', 'практика', 'от', '19-и', 'век', '.', 'това', 'заяви', 'председателят', 'на', '”', 'демократична', 'българия', '”', 'христо', 'иванов', 'по', 'време', 'на', 'разговора', 'на', 'политическата', 'група', 'с', 'президента', 'румен', 'радев', '.']","['вярваме', 'че', 'гласуването', 'по', 'пощата', 'е', 'найадекватната', 'мярка', 'след', 'като', 'българската', 'държава', 'не', 'може', 'да', 'влезе', 'в', '21', 'век', 'поне', 'да', 'използваме', 'практика', 'от', '19и', 'век', 'това', 'заяви', 'председателят', 'на', '', 'демократична', 'българия', '', 'христо', 'иванов', 'по', 'време', 'на', 'разговора', 'на', 'политическата', 'група', 'с', 'президента', 'румен', 'радев']",19,7,0,1
"посещението в мол носи повече рискове от това да отидете да гласувате, допълни още той. в момента сме на -18% на заразени в сравнение с предишните два периода. ако продължава така, ще отворим в края на януари. това заяви доц. ангел кунчев, главен държавен здравен инспектор.",9/1/2021 11:02,88,4,54,frognews.bg,0,инспектор.,True,46,4.97826087,0,"['посещението', 'в', 'мол', 'носи', 'повече', 'рискове', 'от', 'това', 'да', 'отидете', 'да', 'гласувате', ',', 'допълни', 'още', 'той', '.', 'в', 'момента', 'сме', 'на', '-18', '%', 'на', 'заразени', 'в', 'сравнение', 'с', 'предишните', 'два', 'периода', '.', 'ако', 'продължава', 'така', ',', 'ще', 'отворим', 'в', 'края', 'на', 'януари', '.', 'това', 'заяви', 'доц', '.', 'ангел', 'кунчев', ',', 'главен', 'държавен', 'здравен', 'инспектор', '.']","['посещението', 'в', 'мол', 'носи', 'повече', 'рискове', 'от', 'това', 'да', 'отидете', 'да', 'гласувате', 'допълни', 'още', 'той', 'в', 'момента', 'сме', 'на', '18', '', 'на', 'заразени', 'в', 'сравнение', 'с', 'предишните', 'два', 'периода', 'ако', 'продължава', 'така', 'ще', 'отворим', 'в', 'края', 'на', 'януари', 'това', 'заяви', 'доц', 'ангел', 'кунчев', 'главен', 'държавен', 'здравен', 'инспектор']",23,9,0,1
"борисов: какво общо имам с пеевски, не съм го виждал с години!
художник тони ганчев",7/1/2021 19:52,279,0,16,frognews.bg,0,ганчев,True,15,4.6,0,"['борисов', ':', 'какво', 'общо', 'имам', 'с', 'пеевски', ',', 'не', 'съм', 'го', 'виждал', 'с', 'години', '!', 'художник', 'тони', 'ганчев']","['борисов', 'какво', 'общо', 'имам', 'с', 'пеевски', 'не', 'съм', 'го', 'виждал', 'с', 'години', 'художник', 'тони', 'ганчев']",7,3,1,1
"доналд тръмп или ще бъде изнесен до края на седмицата с белезници, или с усмирителна риза. това коментира българският журналист в сащ симеон гаспаров пред бнт след безпрецедентното нахлуване на демонстранти в подкрепа на тръмп в сградата на американския конгрес.",7/1/2021 13:12,320,35,235,frognews.bg,0,конгрес.,True,40,5.575,0,"['доналд', 'тръмп', 'или', 'ще', 'бъде', 'изнесен', 'до', 'края', 'на', 'седмицата', 'с', 'белезници', ',', 'или', 'с', 'усмирителна', 'риза', '.', 'това', 'коментира', 'българският', 'журналист', 'в', 'сащ', 'симеон', 'гаспаров', 'пред', 'бнт', 'след', 'безпрецедентното', 'нахлуване', 'на', 'демонстранти', 'в', 'подкрепа', 'на', 'тръмп', 'в', 'сградата', 'на', 'американския', 'конгрес', '.']","['доналд', 'тръмп', 'или', 'ще', 'бъде', 'изнесен', 'до', 'края', 'на', 'седмицата', 'с', 'белезници', 'или', 'с', 'усмирителна', 'риза', 'това', 'коментира', 'българският', 'журналист', 'в', 'сащ', 'симеон', 'гаспаров', 'пред', 'бнт', 'след', 'безпрецедентното', 'нахлуване', 'на', 'демонстранти', 'в', 'подкрепа', 'на', 'тръмп', 'в', 'сградата', 'на', 'американския', 'конгрес']",17,3,0,1
"борисов прави опит да се договори с тези, които влязоха в спалнята му. той безпардонно и нагло стартира предизборната си кампания, използвайки пресконференцията на медиците от нощ за ситуацията с пандемията. нагло и с лъжа подмени позицията на президента радев за консултации с ръководителите на здравната система как биха подготвили деня на изборите, за да няма притеснения за гражданите при гласуването.",7/1/2021 13:11,237,38,11,frognews.bg,0,гласуването.,True,61,5.655737705,0,"['борисов', 'прави', 'опит', 'да', 'се', 'договори', 'с', 'тези', ',', 'които', 'влязоха', 'в', 'спалнята', 'му', '.', 'той', 'безпардонно', 'и', 'нагло', 'стартира', 'предизборната', 'си', 'кампания', ',', 'използвайки', 'пресконференцията', 'на', 'медиците', 'от', 'нощ', 'за', 'ситуацията', 'с', 'пандемията', '.', 'нагло', 'и', 'с', 'лъжа', 'подмени', 'позицията', 'на', 'президента', 'радев', 'за', 'консултации', 'с', 'ръководителите', 'на', 'здравната', 'система', 'как', 'биха', 'подготвили', 'деня', 'на', 'изборите', ',', 'за', 'да', 'няма', 'притеснения', 'за', 'гражданите', 'при', 'гласуването', '.']","['борисов', 'прави', 'опит', 'да', 'се', 'договори', 'с', 'тези', 'които', 'влязоха', 'в', 'спалнята', 'му', 'той', 'безпардонно', 'и', 'нагло', 'стартира', 'предизборната', 'си', 'кампания', 'използвайки', 'пресконференцията', 'на', 'медиците', 'от', 'нощ', 'за', 'ситуацията', 'с', 'пандемията', 'нагло', 'и', 'с', 'лъжа', 'подмени', 'позицията', 'на', 'президента', 'радев', 'за', 'консултации', 'с', 'ръководителите', 'на', 'здравната', 'система', 'как', 'биха', 'подготвили', 'деня', 'на', 'изборите', 'за', 'да', 'няма', 'притеснения', 'за', 'гражданите', 'при', 'гласуването']",28,6,0,1
"актьoрът филип трифoнoв починал внезапно на 73-годишна възраст, съобщи бнт. артистът ще се запомни с ролите си в класики като ”момчето си отива” и ”оркестър без име”.",6/1/2021 18:58,250,10,9,frognews.bg,0,име”.,True,27,5.185185185,0,"['актьoрът', 'филип', 'трифoнoв', 'починал', 'внезапно', 'на', '73-годишна', 'възраст', ',', 'съобщи', 'бнт', '.', 'артистът', 'ще', 'се', 'запомни', 'с', 'ролите', 'си', 'в', 'класики', 'като', '”', 'момчето', 'си', 'отива', '”', 'и', '”', 'оркестър', 'без', 'име', '”', '.']","['актьoрът', 'филип', 'трифoнoв', 'починал', 'внезапно', 'на', '73годишна', 'възраст', 'съобщи', 'бнт', 'артистът', 'ще', 'се', 'запомни', 'с', 'ролите', 'си', 'в', 'класики', 'като', '', 'момчето', 'си', 'отива', '', 'и', '', 'оркестър', 'без', 'име', '']",10,4,0,1
"глaвният пpoĸypop иван гeшeв ce пoлзвa c oдoбpeниe нa eдвa 10 нa cтo oт бългapитe, coчaт дaннитe oт проучване на ”алфа рисърч”, което e чacт oт peдoвен тpимeceчeн мoнитopинг нa oбщecтвeнo -пoлитичecĸитe нaглacи, в който се мери и нивото на доверие към съдебната система.",6/1/2021 17:07,160,50,51,frognews.bg,0,система.,True,44,5.159090909,0,"['глaвният', 'пpoĸypop', 'иван', 'гeшeв', 'ce', 'пoлзвa', 'c', 'oдoбpeниe', 'нa', 'eдвa', '10', 'нa', 'cтo', 'oт', 'бългapитe', ',', 'coчaт', 'дaннитe', 'oт', 'проучване', 'на', '”', 'алфа', 'рисърч', '”', ',', 'което', 'e', 'чacт', 'oт', 'peдoвен', 'тpимeceчeн', 'мoнитopинг', 'нa', 'oбщecтвeнo', '-пoлитичecĸитe', 'нaглacи', ',', 'в', 'който', 'се', 'мери', 'и', 'нивото', 'на', 'доверие', 'към', 'съдебната', 'система', '.']","['глaвният', 'пpoĸypop', 'иван', 'гeшeв', 'ce', 'пoлзвa', 'c', 'oдoбpeниe', 'нa', 'eдвa', '10', 'нa', 'cтo', 'oт', 'бългapитe', 'coчaт', 'дaннитe', 'oт', 'проучване', 'на', '', 'алфа', 'рисърч', '', 'което', 'e', 'чacт', 'oт', 'peдoвен', 'тpимeceчeн', 'мoнитopинг', 'нa', 'oбщecтвeнo', 'пoлитичecĸитe', 'нaглacи', 'в', 'който', 'се', 'мери', 'и', 'нивото', 'на', 'доверие', 'към', 'съдебната', 'система']",8,5,0,1
"калоферци влязоха във водите на тунджа. вътре във водата са само местни. те се събраха под моста, където бе хвърлен и богоявленския кръст. по-късно той бе предаден на най-малкия участник, а в реката се изви мъжко хоро, въпреки епидемията от covid-19 и заявката на кмета, че такова няма да има.",6/1/2021 9:47,201,0,13,frognews.bg,0,има.,True,50,4.88,0,"['калоферци', 'влязоха', 'във', 'водите', 'на', 'тунджа', '.', 'вътре', 'във', 'водата', 'са', 'само', 'местни', '.', 'те', 'се', 'събраха', 'под', 'моста', ',', 'където', 'бе', 'хвърлен', 'и', 'богоявленския', 'кръст', '.', 'по-късно', 'той', 'бе', 'предаден', 'на', 'най-малкия', 'участник', ',', 'а', 'в', 'реката', 'се', 'изви', 'мъжко', 'хоро', ',', 'въпреки', 'епидемията', 'от', 'covid-19', 'и', 'заявката', 'на', 'кмета', ',', 'че', 'такова', 'няма', 'да', 'има', '.']","['калоферци', 'влязоха', 'във', 'водите', 'на', 'тунджа', 'вътре', 'във', 'водата', 'са', 'само', 'местни', 'те', 'се', 'събраха', 'под', 'моста', 'където', 'бе', 'хвърлен', 'и', 'богоявленския', 'кръст', 'покъсно', 'той', 'бе', 'предаден', 'на', 'наймалкия', 'участник', 'а', 'в', 'реката', 'се', 'изви', 'мъжко', 'хоро', 'въпреки', 'епидемията', 'от', 'covid19', 'и', 'заявката', 'на', 'кмета', 'че', 'такова', 'няма', 'да', 'има']",25,11,0,1
"съществува т.нар. ”златно правило” за нравственост: не прави на другите това, което не желаеш за себе си. или: постъпвай с другите така, както искаш да постъпват с теб. правилото под една или друга форма съществува в повечето религии и философски течения. конкретно го е формулирал германският юрист, естет и философ християн томази. съществуват обаче хора, които смятат, че подобни съждения не ги засягат. те са над тези неща. те са башибозук, който вилнее под крилото на падишаха...",5/1/2021 21:54,203,40,6,frognews.bg,0,падишаха...,True,77,5.298701299,0,"['съществува', 'т.нар', '.', '”', 'златно', 'правило', '”', 'за', 'нравственост', ':', 'не', 'прави', 'на', 'другите', 'това', ',', 'което', 'не', 'желаеш', 'за', 'себе', 'си', '.', 'или', ':', 'постъпвай', 'с', 'другите', 'така', ',', 'както', 'искаш', 'да', 'постъпват', 'с', 'теб', '.', 'правилото', 'под', 'една', 'или', 'друга', 'форма', 'съществува', 'в', 'повечето', 'религии', 'и', 'философски', 'течения', '.', 'конкретно', 'го', 'е', 'формулирал', 'германският', 'юрист', ',', 'естет', 'и', 'философ', 'християн', 'томази', '.', 'съществуват', 'обаче', 'хора', ',', 'които', 'смятат', ',', 'че', 'подобни', 'съждения', 'не', 'ги', 'засягат', '.', 'те', 'са', 'над', 'тези', 'неща', '.', 'те', 'са', 'башибозук', ',', 'който', 'вилнее', 'под', 'крилото', 'на', 'падишаха', '...']","['съществува', 'тнар', '', 'златно', 'правило', '', 'за', 'нравственост', 'не', 'прави', 'на', 'другите', 'това', 'което', 'не', 'желаеш', 'за', 'себе', 'си', 'или', 'постъпвай', 'с', 'другите', 'така', 'както', 'искаш', 'да', 'постъпват', 'с', 'теб', 'правилото', 'под', 'една', 'или', 'друга', 'форма', 'съществува', 'в', 'повечето', 'религии', 'и', 'философски', 'течения', 'конкретно', 'го', 'е', 'формулирал', 'германският', 'юрист', 'естет', 'и', 'философ', 'християн', 'томази', 'съществуват', 'обаче', 'хора', 'които', 'смятат', 'че', 'подобни', 'съждения', 'не', 'ги', 'засягат', 'те', 'са', 'над', 'тези', 'неща', 'те', 'са', 'башибозук', 'който', 'вилнее', 'под', 'крилото', 'на', 'падишаха', '']",39,20,0,1
"годината е 2006. борисов, който тогава е кмет на софия, предлага близо до служебния вход на народното събрание да бъде издигнат паметник по произведението на христо смирненски “приказка за стълбата”. а днес… днес борисов нито чува, нито вижда какво се случва около него. повод за този текст е един хеликоптер. и поредното доказателство за паралелните светове, в които живеем.",5/1/2021 15:22,395,115,16,frognews.bg,0,живеем.,True,59,5.372881356,0,"['годината', 'е', '2006.', 'борисов', ',', 'който', 'тогава', 'е', 'кмет', 'на', 'софия', ',', 'предлага', 'близо', 'до', 'служебния', 'вход', 'на', 'народното', 'събрание', 'да', 'бъде', 'издигнат', 'паметник', 'по', 'произведението', 'на', 'христо', 'смирненски', '“', 'приказка', 'за', 'стълбата', '”', '.', 'а', 'днес…', 'днес', 'борисов', 'нито', 'чува', ',', 'нито', 'вижда', 'какво', 'се', 'случва', 'около', 'него', '.', 'повод', 'за', 'този', 'текст', 'е', 'един', 'хеликоптер', '.', 'и', 'поредното', 'доказателство', 'за', 'паралелните', 'светове', ',', 'в', 'които', 'живеем', '.']","['годината', 'е', '2006', 'борисов', 'който', 'тогава', 'е', 'кмет', 'на', 'софия', 'предлага', 'близо', 'до', 'служебния', 'вход', 'на', 'народното', 'събрание', 'да', 'бъде', 'издигнат', 'паметник', 'по', 'произведението', 'на', 'христо', 'смирненски', '', 'приказка', 'за', 'стълбата', '', 'а', 'днес', 'днес', 'борисов', 'нито', 'чува', 'нито', 'вижда', 'какво', 'се', 'случва', 'около', 'него', 'повод', 'за', 'този', 'текст', 'е', 'един', 'хеликоптер', 'и', 'поредното', 'доказателство', 'за', 'паралелните', 'светове', 'в', 'които', 'живеем']",30,9,0,1
"онзи ден планинските спасители направиха преход от 11 часа, за да помогнат на бедстващи туристи. мъкнаха ги на ръка, километри наред, в трудна местност. за да не се превърнат в трупове. после споделиха, че можели да ги спасят и за час и половина. ама не разполагат с хеликоптер.",5/1/2021 13:42,290,238,13,frognews.bg,0,хеликоптер.,True,48,4.8125,0,"['онзи', 'ден', 'планинските', 'спасители', 'направиха', 'преход', 'от', '11', 'часа', ',', 'за', 'да', 'помогнат', 'на', 'бедстващи', 'туристи', '.', 'мъкнаха', 'ги', 'на', 'ръка', ',', 'километри', 'наред', ',', 'в', 'трудна', 'местност', '.', 'за', 'да', 'не', 'се', 'превърнат', 'в', 'трупове', '.', 'после', 'споделиха', ',', 'че', 'можели', 'да', 'ги', 'спасят', 'и', 'за', 'час', 'и', 'половина', '.', 'ама', 'не', 'разполагат', 'с', 'хеликоптер', '.']","['онзи', 'ден', 'планинските', 'спасители', 'направиха', 'преход', 'от', '11', 'часа', 'за', 'да', 'помогнат', 'на', 'бедстващи', 'туристи', 'мъкнаха', 'ги', 'на', 'ръка', 'километри', 'наред', 'в', 'трудна', 'местност', 'за', 'да', 'не', 'се', 'превърнат', 'в', 'трупове', 'после', 'споделиха', 'че', 'можели', 'да', 'ги', 'спасят', 'и', 'за', 'час', 'и', 'половина', 'ама', 'не', 'разполагат', 'с', 'хеликоптер']",23,9,0,1
"брюксел отговори на писмо, изпратено от пп абв, в защита на тв ”евроком” във връзка с проверки от страна на нап и данс, продължаващи вече година.",5/1/2021 13:40,170,22,6,frognews.bg,0,година.,True,26,4.615384615,0,"['брюксел', 'отговори', 'на', 'писмо', ',', 'изпратено', 'от', 'пп', 'абв', ',', 'в', 'защита', 'на', 'тв', '”', 'евроком', '”', 'във', 'връзка', 'с', 'проверки', 'от', 'страна', 'на', 'нап', 'и', 'данс', ',', 'продължаващи', 'вече', 'година', '.']","['брюксел', 'отговори', 'на', 'писмо', 'изпратено', 'от', 'пп', 'абв', 'в', 'защита', 'на', 'тв', '', 'евроком', '', 'във', 'връзка', 'с', 'проверки', 'от', 'страна', 'на', 'нап', 'и', 'данс', 'продължаващи', 'вече', 'година']",11,4,0,1
"очаквам всички институции да работят така в това време, че да гарантират здравето и правото на глас на всеки български гражданин и да го убедят, че неговият глас ще бъде коректно отчетен, заяви президентът",14-01-21 17:53,120,0,18,Novini.bg,0,президентът,True,34,5.058823529,0,"['очаквам', 'всички', 'институции', 'да', 'работят', 'така', 'в', 'това', 'време', ',', 'че', 'да', 'гарантират', 'здравето', 'и', 'правото', 'на', 'глас', 'на', 'всеки', 'български', 'гражданин', 'и', 'да', 'го', 'убедят', ',', 'че', 'неговият', 'глас', 'ще', 'бъде', 'коректно', 'отчетен', ',', 'заяви', 'президентът']","['очаквам', 'всички', 'институции', 'да', 'работят', 'така', 'в', 'това', 'време', 'че', 'да', 'гарантират', 'здравето', 'и', 'правото', 'на', 'глас', 'на', 'всеки', 'български', 'гражданин', 'и', 'да', 'го', 'убедят', 'че', 'неговият', 'глас', 'ще', 'бъде', 'коректно', 'отчетен', 'заяви', 'президентът']",20,3,0,1
"в сърбия бе открит най-дългият панорамен лифт в света ""голд гондола"", чието трасе е 9 км и свързва центъра на курорта златибор в западна сърбия с планинския връх торник на 1496 м надморска височина.",14-01-21 16:47,237,31,21,Novini.bg,0,височина.,True,34,4.852941176,0,"['в', 'сърбия', 'бе', 'открит', 'най-дългият', 'панорамен', 'лифт', 'в', 'света', '``', 'голд', 'гондола', ""''"", ',', 'чието', 'трасе', 'е', '9', 'км', 'и', 'свързва', 'центъра', 'на', 'курорта', 'златибор', 'в', 'западна', 'сърбия', 'с', 'планинския', 'връх', 'торник', 'на', '1496', 'м', 'надморска', 'височина', '.']","['в', 'сърбия', 'бе', 'открит', 'найдългият', 'панорамен', 'лифт', 'в', 'света', '', 'голд', 'гондола', '', 'чието', 'трасе', 'е', '9', 'км', 'и', 'свързва', 'центъра', 'на', 'курорта', 'златибор', 'в', 'западна', 'сърбия', 'с', 'планинския', 'връх', 'торник', 'на', '1496', 'м', 'надморска', 'височина']",10,5,0,1
"фенове на филма ""сам вкъщи 2: изгубен в ню йорк"" от известно време призоват в twitter да се премахнат кадрите с участието на доналд тръмп",14-01-21 15:49,97,23,78,Novini.bg,0,тръмп,True,25,4.52,0,"['фенове', 'на', 'филма', '``', 'сам', 'вкъщи', '2', ':', 'изгубен', 'в', 'ню', 'йорк', ""''"", 'от', 'известно', 'време', 'призоват', 'в', 'twitter', 'да', 'се', 'премахнат', 'кадрите', 'с', 'участието', 'на', 'доналд', 'тръмп']","['фенове', 'на', 'филма', '', 'сам', 'вкъщи', '2', 'изгубен', 'в', 'ню', 'йорк', '', 'от', 'известно', 'време', 'призоват', 'в', 'twitter', 'да', 'се', 'премахнат', 'кадрите', 'с', 'участието', 'на', 'доналд', 'тръмп']",10,3,0,1
брифинг на красимир каракачанов,14-01-21 15:19,52,5,108,Novini.bg,0,каракачанов,True,4,7.0,0,"['брифинг', 'на', 'красимир', 'каракачанов']","['брифинг', 'на', 'красимир', 'каракачанов']",1,0,0,1
между 5 и 6 изтребителя миг-29 са в техническа изправност,14-01-21 14:26,76,15,119,Novini.bg,0,изправност,True,10,4.8,0,"['между', '5', 'и', '6', 'изтребителя', 'миг-29', 'са', 'в', 'техническа', 'изправност']","['между', '5', 'и', '6', 'изтребителя', 'миг29', 'са', 'в', 'техническа', 'изправност']",4,1,0,1
"лидерът на нфсб разкритикува българите, нямали застрахователна култура",14-01-21 13:22,139,5,130,Novini.bg,0,култура,True,8,7.875,0,"['лидерът', 'на', 'нфсб', 'разкритикува', 'българите', ',', 'нямали', 'застрахователна', 'култура']","['лидерът', 'на', 'нфсб', 'разкритикува', 'българите', 'нямали', 'застрахователна', 'култура']",1,1,0,1
синоптик: зимната хала смъква рязко температурите до минус 12 градуса. сняг почва да трупа в,14-01-21 14:21,253,15,15,petel.bg,0,в,False,15,5.2,0,"['синоптик', ':', 'зимната', 'хала', 'смъква', 'рязко', 'температурите', 'до', 'минус', '12', 'градуса', '.', 'сняг', 'почва', 'да', 'трупа', 'в']","['синоптик', 'зимната', 'хала', 'смъква', 'рязко', 'температурите', 'до', 'минус', '12', 'градуса', 'сняг', 'почва', 'да', 'трупа', 'в']",3,2,0,1
мутрите се завърнаха да бият хората! слязоха от ролс ройс и обезобразиха баща пред детето му в,14-01-21 12:17,271,93,198,petel.bg,1,в,False,17,4.588235294,0,"['мутрите', 'се', 'завърнаха', 'да', 'бият', 'хората', '!', 'слязоха', 'от', 'ролс', 'ройс', 'и', 'обезобразиха', 'баща', 'пред', 'детето', 'му', 'в']","['мутрите', 'се', 'завърнаха', 'да', 'бият', 'хората', 'слязоха', 'от', 'ролс', 'ройс', 'и', 'обезобразиха', 'баща', 'пред', 'детето', 'му', 'в']",7,1,1,1
кантарджиев съобщи: сега пускат учениците. заведения и молове след,14-01-21 9:21,109,5,73,petel.bg,1,след,False,9,6.444444444,0,"['кантарджиев', 'съобщи', ':', 'сега', 'пускат', 'учениците', '.', 'заведения', 'и', 'молове', 'след']","['кантарджиев', 'съобщи', 'сега', 'пускат', 'учениците', 'заведения', 'и', 'молове', 'след']",3,2,0,1
сащ вдигат минималната заплата на 15 долара на час,13-01-21 22:30,137,10,55,petel.bg,0,час,True,9,4.666666667,0,"['сащ', 'вдигат', 'минималната', 'заплата', 'на', '15', 'долара', 'на', 'час']","['сащ', 'вдигат', 'минималната', 'заплата', 'на', '15', 'долара', 'на', 'час']",2,0,0,1
борисов назначи жената на своя приятел александър сталийски за почетен консул на корея в пловдив,13-01-21 20:30,128,46,125,petel.bg,1,пловдив,True,15,5.466666667,0,"['борисов', 'назначи', 'жената', 'на', 'своя', 'приятел', 'александър', 'сталийски', 'за', 'почетен', 'консул', 'на', 'корея', 'в', 'пловдив']","['борисов', 'назначи', 'жената', 'на', 'своя', 'приятел', 'александър', 'сталийски', 'за', 'почетен', 'консул', 'на', 'корея', 'в', 'пловдив']",4,0,0,1
❗здравният министър обяви облекчаване на мерките от,13-01-21 15:15,98,12,108,petel.bg,1,от,False,7,6.428571429,0,"['❗здравният', 'министър', 'обяви', 'облекчаване', 'на', 'мерките', 'от']","['здравният', 'министър', 'обяви', 'облекчаване', 'на', 'мерките', 'от']",2,0,0,1
��нова нюз с извънредно включване! 70 души щурмуваха къщата в мездра заради убитото дете на,13-01-21 14:45,237,6,30,petel.bg,0,на,False,15,5.066666667,1,"['😮нова', 'нюз', 'с', 'извънредно', 'включване', '!', '70', 'души', 'щурмуваха', 'къщата', 'в', 'мездра', 'заради', 'убитото', 'дете', 'на']","['нова', 'нюз', 'с', 'извънредно', 'включване', '70', 'души', 'щурмуваха', 'къщата', 'в', 'мездра', 'заради', 'убитото', 'дете', 'на']",5,1,1,1
показваха потресаващи кадри от мелето с 10 коли в софия! хората вътре са,13-01-21 9:39,102,12,37,petel.bg,1,са,False,13,4.615384615,1,"['показваха', 'потресаващи', 'кадри', 'от', 'мелето', 'с', '10', 'коли', 'в', 'софия', '!', 'хората', 'вътре', 'са']","['показваха', 'потресаващи', 'кадри', 'от', 'мелето', 'с', '10', 'коли', 'в', 'софия', 'хората', 'вътре', 'са']",4,1,1,1
"земетресение с магнитуд 4,4 по рихтер разлюля гърция малко след полунощ",13-01-21 1:43,198,32,9,petel.bg,0,полунощ,True,11,5.545454545,0,"['земетресение', 'с', 'магнитуд', '4,4', 'по', 'рихтер', 'разлюля', 'гърция', 'малко', 'след', 'полунощ']","['земетресение', 'с', 'магнитуд', '44', 'по', 'рихтер', 'разлюля', 'гърция', 'малко', 'след', 'полунощ']",4,1,0,1
"лекар от пловдив осъди жена си. писала му съобщения: некадърник, срам за болницата. остави да умре",12/1/2021 21:30,108,12,21,petel.bg,1,умре,False,16,5.1875,0,"['лекар', 'от', 'пловдив', 'осъди', 'жена', 'си', '.', 'писала', 'му', 'съобщения', ':', 'некадърник', ',', 'срам', 'за', 'болницата', '.', 'остави', 'да', 'умре']","['лекар', 'от', 'пловдив', 'осъди', 'жена', 'си', 'писала', 'му', 'съобщения', 'некадърник', 'срам', 'за', 'болницата', 'остави', 'да', 'умре']",5,4,0,1
камикадзе във варна! младеж се хвърли под ударните вълни блъскащи с тонове сила вълнолома,12/1/2021 20:30,270,60,107,petel.bg,0,вълнолома,True,14,5.428571429,0,"['камикадзе', 'във', 'варна', '!', 'младеж', 'се', 'хвърли', 'под', 'ударните', 'вълни', 'блъскащи', 'с', 'тонове', 'сила', 'вълнолома']","['камикадзе', 'във', 'варна', 'младеж', 'се', 'хвърли', 'под', 'ударните', 'вълни', 'блъскащи', 'с', 'тонове', 'сила', 'вълнолома']",4,1,1,1
драма на хижа ком. майка с 4 малки деца е в капан и няма измъкване,12/1/2021 17:30,219,16,172,petel.bg,1,измъкване,True,15,3.466666667,1,"['драма', 'на', 'хижа', 'ком', '.', 'майка', 'с', '4', 'малки', 'деца', 'е', 'в', 'капан', 'и', 'няма', 'измъкване']","['драма', 'на', 'хижа', 'ком', 'майка', 'с', '4', 'малки', 'деца', 'е', 'в', 'капан', 'и', 'няма', 'измъкване']",6,1,0,1
"от последните минути! решиха за учениците от 5 до 12 клас. връщат се в клас, но само за",12/1/2021 12:56,145,30,71,petel.bg,1,за,False,18,3.888888889,0,"['от', 'последните', 'минути', '!', 'решиха', 'за', 'учениците', 'от', '5', 'до', '12', 'клас', '.', 'връщат', 'се', 'в', 'клас', ',', 'но', 'само', 'за']","['от', 'последните', 'минути', 'решиха', 'за', 'учениците', 'от', '5', 'до', '12', 'клас', 'връщат', 'се', 'в', 'клас', 'но', 'само', 'за']",9,3,1,1
герб и радев заедно,12/1/2021 10:12,94,3,56,petel.bg,1,заедно,True,4,4.0,0,"['герб', 'и', 'радев', 'заедно']","['герб', 'и', 'радев', 'заедно']",2,0,0,1
"бедствено положение в перник, дворове и къщи са наводнени с водата от мръсните канали",12/1/2021 9:06,129,13,51,petel.bg,0,канали,True,14,5.142857143,0,"['бедствено', 'положение', 'в', 'перник', ',', 'дворове', 'и', 'къщи', 'са', 'наводнени', 'с', 'водата', 'от', 'мръсните', 'канали']","['бедствено', 'положение', 'в', 'перник', 'дворове', 'и', 'къщи', 'са', 'наводнени', 'с', 'водата', 'от', 'мръсните', 'канали']",5,1,0,1
извънредно! българия не помни такъв кошмар! на рожден ден мъж заключи 2 момичета и 2 дни ги,11/1/2021 20:42,203,28,145,petel.bg,1,ги,False,17,4.411764706,2,"['извънредно', '!', 'българия', 'не', 'помни', 'такъв', 'кошмар', '!', 'на', 'рожден', 'ден', 'мъж', 'заключи', '2', 'момичета', 'и', '2', 'дни', 'ги']","['извънредно', 'българия', 'не', 'помни', 'такъв', 'кошмар', 'на', 'рожден', 'ден', 'мъж', 'заключи', '2', 'момичета', 'и', '2', 'дни', 'ги']",7,2,2,1
от последните минути! мъж се обеси в ареста в пловдив,11/1/2021 16:57,135,13,34,petel.bg,1,пловдив,True,10,4.4,0,"['от', 'последните', 'минути', '!', 'мъж', 'се', 'обеси', 'в', 'ареста', 'в', 'пловдив']","['от', 'последните', 'минути', 'мъж', 'се', 'обеси', 'в', 'ареста', 'в', 'пловдив']",4,1,1,1
братът на жената на сашо кадиев загуби битката с коронавируса,11/1/2021 16:08,248,5,94,petel.bg,0,коронавируса,True,10,5.2,0,"['братът', 'на', 'жената', 'на', 'сашо', 'кадиев', 'загуби', 'битката', 'с', 'коронавируса']","['братът', 'на', 'жената', 'на', 'сашо', 'кадиев', 'загуби', 'битката', 'с', 'коронавируса']",3,0,0,1
радан кънев съобщи внезапна скръбна вест във фейсбук. починала е д-р минкова,11/1/2021 14:29,167,3,114,petel.bg,0,минкова,True,12,5.416666667,1,"['радан', 'кънев', 'съобщи', 'внезапна', 'скръбна', 'вест', 'във', 'фейсбук', '.', 'починала', 'е', 'д-р', 'минкова']","['радан', 'кънев', 'съобщи', 'внезапна', 'скръбна', 'вест', 'във', 'фейсбук', 'починала', 'е', 'др', 'минкова']",2,2,0,1
