post_text,time,likes,shares,comments,src,fake_status,last_word,finalized,words,avg_word_length,urgent_words,post_text_tokens,final_words,stop_words,marks,exclamation_marks,Topic,Predicted_Label
"над шумотевицата от тоук шоута, драми и документални филми, предавани чрез мощни високоговрители, може да се чуе по-силен звук: ка-чинг. на 29 декември услугата за аудио стрийминг spotify излъчи първата серия от ексклузивни подкасти на принц хари и меган маркъл. няколко седмици по-рано wall street journal съобщи, че amazon води преговори за купуване на продуцента wondery за 300 млн. долара, който е създател на популярни подкасти, сред които ""dirty john"" и ""dr death"".

технологичният гигант, койт",10/1/2021 19:37,10,2,0,capital.bg,0,койт,True,76,5.578947368,0,"['над', 'шумотевицата', 'от', 'тоук', 'шоута', ',', 'драми', 'и', 'документални', 'филми', ',', 'предавани', 'чрез', 'мощни', 'високоговрители', ',', 'може', 'да', 'се', 'чуе', 'по-силен', 'звук', ':', 'ка-чинг', '.', 'на', '29', 'декември', 'услугата', 'за', 'аудио', 'стрийминг', 'spotify', 'излъчи', 'първата', 'серия', 'от', 'ексклузивни', 'подкасти', 'на', 'принц', 'хари', 'и', 'меган', 'маркъл', '.', 'няколко', 'седмици', 'по-рано', 'wall', 'street', 'journal', 'съобщи', ',', 'че', 'amazon', 'води', 'преговори', 'за', 'купуване', 'на', 'продуцента', 'wondery', 'за', '300', 'млн', '.', 'долара', ',', 'който', 'е', 'създател', 'на', 'популярни', 'подкасти', ',', 'сред', 'които', '``', 'dirty', 'john', ""''"", 'и', '``', 'dr', 'death', ""''"", '.', 'технологичният', 'гигант', ',', 'койт']","['над', 'шумотевицата', 'от', 'тоук', 'шоута', 'драми', 'и', 'документални', 'филми', 'предавани', 'чрез', 'мощни', 'високоговрители', 'може', 'да', 'се', 'чуе', 'посилен', 'звук', 'качинг', 'на', '29', 'декември', 'услугата', 'за', 'аудио', 'стрийминг', 'spotify', 'излъчи', 'първата', 'серия', 'от', 'ексклузивни', 'подкасти', 'на', 'принц', 'хари', 'и', 'меган', 'маркъл', 'няколко', 'седмици', 'порано', 'wall', 'street', 'journal', 'съобщи', 'че', 'amazon', 'води', 'преговори', 'за', 'купуване', 'на', 'продуцента', 'wondery', 'за', '300', 'млн', 'долара', 'който', 'е', 'създател', 'на', 'популярни', 'подкасти', 'сред', 'които', '', 'dirty', 'john', '', 'и', '', 'dr', 'death', '', 'технологичният', 'гигант', 'койт']",24,19,0,1,0
"обединеното кралство вече няма да бъде част от единния пазар и митническия съюз, което означава много повече бюрокрация и забавяния както за бизнеса, така и за хората, пресичащи границата.

брюксел и лондон в някои отношения поставиха прагматизма над твърдите принципи и сключиха споразумение, което ще засегне множество аспекти. на 1 януари 2021 г. бе прекратена връзката, съществуваща между ес и великобритания от почти петдесет години, и сега между тях ще има повече бариери...",10/1/2021 18:01,3,0,1,capital.bg,0,бариери...,True,73,5.575342466,0,"['обединеното', 'кралство', 'вече', 'няма', 'да', 'бъде', 'част', 'от', 'единния', 'пазар', 'и', 'митническия', 'съюз', ',', 'което', 'означава', 'много', 'повече', 'бюрокрация', 'и', 'забавяния', 'както', 'за', 'бизнеса', ',', 'така', 'и', 'за', 'хората', ',', 'пресичащи', 'границата', '.', 'брюксел', 'и', 'лондон', 'в', 'някои', 'отношения', 'поставиха', 'прагматизма', 'над', 'твърдите', 'принципи', 'и', 'сключиха', 'споразумение', ',', 'което', 'ще', 'засегне', 'множество', 'аспекти', '.', 'на', '1', 'януари', '2021', 'г.', 'бе', 'прекратена', 'връзката', ',', 'съществуваща', 'между', 'ес', 'и', 'великобритания', 'от', 'почти', 'петдесет', 'години', ',', 'и', 'сега', 'между', 'тях', 'ще', 'има', 'повече', 'бариери', '...']","['обединеното', 'кралство', 'вече', 'няма', 'да', 'бъде', 'част', 'от', 'единния', 'пазар', 'и', 'митническия', 'съюз', 'което', 'означава', 'много', 'повече', 'бюрокрация', 'и', 'забавяния', 'както', 'за', 'бизнеса', 'така', 'и', 'за', 'хората', 'пресичащи', 'границата', 'брюксел', 'и', 'лондон', 'в', 'някои', 'отношения', 'поставиха', 'прагматизма', 'над', 'твърдите', 'принципи', 'и', 'сключиха', 'споразумение', 'което', 'ще', 'засегне', 'множество', 'аспекти', 'на', '1', 'януари', '2021', 'г', 'бе', 'прекратена', 'връзката', 'съществуваща', 'между', 'ес', 'и', 'великобритания', 'от', 'почти', 'петдесет', 'години', 'и', 'сега', 'между', 'тях', 'ще', 'има', 'повече', 'бариери', '']",37,13,0,1,0
"с настъпването на 2021 г. българия трябваше да отвори пазара си за алтернативни доставчици, да осигури свободна търговия и пренос на газ във всички посоки и най-вече да скъса зависимостта си от доставките на руски газ.

този момент уж се подготвяше от години - с газовите връзки със съседните страни, с договора за азерски газ, със създаването на газова борса и т.нар. виртуални търговски точки... но не само не се осъществи, а няма изгледи да се случи поне още 10 години...",10/1/2021 17:01,44,6,6,capital.bg,0,години...,True,81,4.851851852,0,"['с', 'настъпването', 'на', '2021', 'г.', 'българия', 'трябваше', 'да', 'отвори', 'пазара', 'си', 'за', 'алтернативни', 'доставчици', ',', 'да', 'осигури', 'свободна', 'търговия', 'и', 'пренос', 'на', 'газ', 'във', 'всички', 'посоки', 'и', 'най-вече', 'да', 'скъса', 'зависимостта', 'си', 'от', 'доставките', 'на', 'руски', 'газ', '.', 'този', 'момент', 'уж', 'се', 'подготвяше', 'от', 'години', '-', 'с', 'газовите', 'връзки', 'със', 'съседните', 'страни', ',', 'с', 'договора', 'за', 'азерски', 'газ', ',', 'със', 'създаването', 'на', 'газова', 'борса', 'и', 'т.нар', '.', 'виртуални', 'търговски', 'точки', '...', 'но', 'не', 'само', 'не', 'се', 'осъществи', ',', 'а', 'няма', 'изгледи', 'да', 'се', 'случи', 'поне', 'още', '10', 'години', '...']","['с', 'настъпването', 'на', '2021', 'г', 'българия', 'трябваше', 'да', 'отвори', 'пазара', 'си', 'за', 'алтернативни', 'доставчици', 'да', 'осигури', 'свободна', 'търговия', 'и', 'пренос', 'на', 'газ', 'във', 'всички', 'посоки', 'и', 'найвече', 'да', 'скъса', 'зависимостта', 'си', 'от', 'доставките', 'на', 'руски', 'газ', 'този', 'момент', 'уж', 'се', 'подготвяше', 'от', 'години', 'с', 'газовите', 'връзки', 'със', 'съседните', 'страни', 'с', 'договора', 'за', 'азерски', 'газ', 'със', 'създаването', 'на', 'газова', 'борса', 'и', 'тнар', 'виртуални', 'търговски', 'точки', '', 'но', 'не', 'само', 'не', 'се', 'осъществи', 'а', 'няма', 'изгледи', 'да', 'се', 'случи', 'поне', 'още', '10', 'години', '']",39,18,0,0,0
"празниците приключиха, 2020 г. най-накрая е в огледалото за задно виждане и всички стискат палци 2021 г. да е по-различна. това, което няма да се промени обаче, е задължението да си плащаме данъците - нап стартира кампанията си на 10 януари и си струва да припомним какво се променя за физическите лица...",10/1/2021 16:00,13,12,1,capital.bg,0,лица...,True,52,4.884615385,0,"['празниците', 'приключиха', ',', '2020', 'г.', 'най-накрая', 'е', 'в', 'огледалото', 'за', 'задно', 'виждане', 'и', 'всички', 'стискат', 'палци', '2021', 'г.', 'да', 'е', 'по-различна', '.', 'това', ',', 'което', 'няма', 'да', 'се', 'промени', 'обаче', ',', 'е', 'задължението', 'да', 'си', 'плащаме', 'данъците', '-', 'нап', 'стартира', 'кампанията', 'си', 'на', '10', 'януари', 'и', 'си', 'струва', 'да', 'припомним', 'какво', 'се', 'променя', 'за', 'физическите', 'лица', '...']","['празниците', 'приключиха', '2020', 'г', 'найнакрая', 'е', 'в', 'огледалото', 'за', 'задно', 'виждане', 'и', 'всички', 'стискат', 'палци', '2021', 'г', 'да', 'е', 'поразлична', 'това', 'което', 'няма', 'да', 'се', 'промени', 'обаче', 'е', 'задължението', 'да', 'си', 'плащаме', 'данъците', 'нап', 'стартира', 'кампанията', 'си', 'на', '10', 'януари', 'и', 'си', 'струва', 'да', 'припомним', 'какво', 'се', 'променя', 'за', 'физическите', 'лица', '']",26,13,0,0,0
"президентът на сащ доналд тръмп върви към втори процес по импийчмънт, воден от демократическата партия. най-високопоставеният демократ в камарата на представителите нанси пелоси вече потвърди, че в понеделник ще започнат процедури, като освен това се обърна и към американските генерали да отнемат достъпа на тръмп до кодовете за ядрени оръжия.

в четвъртък тръмп потвърди, че ще предаде мирно властта на наследника си джо байдън, след като в сряда негови поддръжници нахлуха в сградата на конгреса в",10/1/2021 15:26,111,6,31,capital.bg,0,в,False,76,5.578947368,0,"['президентът', 'на', 'сащ', 'доналд', 'тръмп', 'върви', 'към', 'втори', 'процес', 'по', 'импийчмънт', ',', 'воден', 'от', 'демократическата', 'партия', '.', 'най-високопоставеният', 'демократ', 'в', 'камарата', 'на', 'представителите', 'нанси', 'пелоси', 'вече', 'потвърди', ',', 'че', 'в', 'понеделник', 'ще', 'започнат', 'процедури', ',', 'като', 'освен', 'това', 'се', 'обърна', 'и', 'към', 'американските', 'генерали', 'да', 'отнемат', 'достъпа', 'на', 'тръмп', 'до', 'кодовете', 'за', 'ядрени', 'оръжия', '.', 'в', 'четвъртък', 'тръмп', 'потвърди', ',', 'че', 'ще', 'предаде', 'мирно', 'властта', 'на', 'наследника', 'си', 'джо', 'байдън', ',', 'след', 'като', 'в', 'сряда', 'негови', 'поддръжници', 'нахлуха', 'в', 'сградата', 'на', 'конгреса', 'в']","['президентът', 'на', 'сащ', 'доналд', 'тръмп', 'върви', 'към', 'втори', 'процес', 'по', 'импийчмънт', 'воден', 'от', 'демократическата', 'партия', 'найвисокопоставеният', 'демократ', 'в', 'камарата', 'на', 'представителите', 'нанси', 'пелоси', 'вече', 'потвърди', 'че', 'в', 'понеделник', 'ще', 'започнат', 'процедури', 'като', 'освен', 'това', 'се', 'обърна', 'и', 'към', 'американските', 'генерали', 'да', 'отнемат', 'достъпа', 'на', 'тръмп', 'до', 'кодовете', 'за', 'ядрени', 'оръжия', 'в', 'четвъртък', 'тръмп', 'потвърди', 'че', 'ще', 'предаде', 'мирно', 'властта', 'на', 'наследника', 'си', 'джо', 'байдън', 'след', 'като', 'в', 'сряда', 'негови', 'поддръжници', 'нахлуха', 'в', 'сградата', 'на', 'конгреса', 'в']",31,8,0,1,0
"за да има осезаем ефект от ваксините не е задължително да са ваксинирани всички. достатъчно е това да се случи с хората, за които има най-голям риск от смърт - за българия това са тези над 65 години и със заболявания, заради които covid-19 протича по-тежко.

тяхното навременно ваксиниране ще намали силно натиска върху здравната система, заедно с това и допълнителната смъртност, която статистиката не свързва директно с коронавируса. рискът от колапс на здравната система ще бъде много по-малък и с",10/1/2021 14:30,43,0,6,capital.bg,0,с,False,81,5.172839506,0,"['за', 'да', 'има', 'осезаем', 'ефект', 'от', 'ваксините', 'не', 'е', 'задължително', 'да', 'са', 'ваксинирани', 'всички', '.', 'достатъчно', 'е', 'това', 'да', 'се', 'случи', 'с', 'хората', ',', 'за', 'които', 'има', 'най-голям', 'риск', 'от', 'смърт', '-', 'за', 'българия', 'това', 'са', 'тези', 'над', '65', 'години', 'и', 'със', 'заболявания', ',', 'заради', 'които', 'covid-19', 'протича', 'по-тежко', '.', 'тяхното', 'навременно', 'ваксиниране', 'ще', 'намали', 'силно', 'натиска', 'върху', 'здравната', 'система', ',', 'заедно', 'с', 'това', 'и', 'допълнителната', 'смъртност', ',', 'която', 'статистиката', 'не', 'свързва', 'директно', 'с', 'коронавируса', '.', 'рискът', 'от', 'колапс', 'на', 'здравната', 'система', 'ще', 'бъде', 'много', 'по-малък', 'и', 'с']","['за', 'да', 'има', 'осезаем', 'ефект', 'от', 'ваксините', 'не', 'е', 'задължително', 'да', 'са', 'ваксинирани', 'всички', 'достатъчно', 'е', 'това', 'да', 'се', 'случи', 'с', 'хората', 'за', 'които', 'има', 'найголям', 'риск', 'от', 'смърт', 'за', 'българия', 'това', 'са', 'тези', 'над', '65', 'години', 'и', 'със', 'заболявания', 'заради', 'които', 'covid19', 'протича', 'потежко', 'тяхното', 'навременно', 'ваксиниране', 'ще', 'намали', 'силно', 'натиска', 'върху', 'здравната', 'система', 'заедно', 'с', 'това', 'и', 'допълнителната', 'смъртност', 'която', 'статистиката', 'не', 'свързва', 'директно', 'с', 'коронавируса', 'рискът', 'от', 'колапс', 'на', 'здравната', 'система', 'ще', 'бъде', 'много', 'помалък', 'и', 'с']",44,12,0,1,0
"тъжната съдба на къпалнята ""мария луиза"" и летния парк в ""борисовата градина"". апорт на хиляди квадратни метри на занижена стойност в свързания със силовата групировка сик футболен клуб ""славия"". неизгодни заменки. това са част от емблемите на общинското дружество ""софийски имоти"", които го превърнаха в символ на местната корупция в началото на xхi век.

заради подобни сделки името на фирмата тогава присъстваше редовно в скандални заглавия на пресата. сега за него се чува сравнително рядко и по ",10/1/2021 13:50,34,4,6,capital.bg,0,по,True,77,5.480519481,0,"['тъжната', 'съдба', 'на', 'къпалнята', '``', 'мария', 'луиза', ""''"", 'и', 'летния', 'парк', 'в', '``', 'борисовата', 'градина', ""''"", '.', 'апорт', 'на', 'хиляди', 'квадратни', 'метри', 'на', 'занижена', 'стойност', 'в', 'свързания', 'със', 'силовата', 'групировка', 'сик', 'футболен', 'клуб', '``', 'славия', ""''"", '.', 'неизгодни', 'заменки', '.', 'това', 'са', 'част', 'от', 'емблемите', 'на', 'общинското', 'дружество', '``', 'софийски', 'имоти', ""''"", ',', 'които', 'го', 'превърнаха', 'в', 'символ', 'на', 'местната', 'корупция', 'в', 'началото', 'на', 'xхi', 'век', '.', 'заради', 'подобни', 'сделки', 'името', 'на', 'фирмата', 'тогава', 'присъстваше', 'редовно', 'в', 'скандални', 'заглавия', 'на', 'пресата', '.', 'сега', 'за', 'него', 'се', 'чува', 'сравнително', 'рядко', 'и', 'по']","['тъжната', 'съдба', 'на', 'къпалнята', '', 'мария', 'луиза', '', 'и', 'летния', 'парк', 'в', '', 'борисовата', 'градина', '', 'апорт', 'на', 'хиляди', 'квадратни', 'метри', 'на', 'занижена', 'стойност', 'в', 'свързания', 'със', 'силовата', 'групировка', 'сик', 'футболен', 'клуб', '', 'славия', '', 'неизгодни', 'заменки', 'това', 'са', 'част', 'от', 'емблемите', 'на', 'общинското', 'дружество', '', 'софийски', 'имоти', '', 'които', 'го', 'превърнаха', 'в', 'символ', 'на', 'местната', 'корупция', 'в', 'началото', 'на', 'xхi', 'век', 'заради', 'подобни', 'сделки', 'името', 'на', 'фирмата', 'тогава', 'присъстваше', 'редовно', 'в', 'скандални', 'заглавия', 'на', 'пресата', 'сега', 'за', 'него', 'се', 'чува', 'сравнително', 'рядко', 'и', 'по']",29,14,0,1,0
"своеобразната класация на 15-те най-големи инвестиции, която ""капитал"" традиционно прави, показва, че в момента се подготвят или изпълняват проекти за по-малко от 430 млн. лв. това е едва една трета от сумата през 2019 г., когато производствените компании обявиха планове да вложат общо 1.3 млрд. лв.

затова пък държавата се похвали с рекорд - през 2020 г. има бум в издаването на сертификати по закона за насърчаване на инвестициите. по данни на икономическото министерство подкрепа е дадена на 34 ",10/1/2021 13:10,9,0,0,capital.bg,0,34,True,79,5.316455696,0,"['своеобразната', 'класация', 'на', '15-те', 'най-големи', 'инвестиции', ',', 'която', '``', 'капитал', ""''"", 'традиционно', 'прави', ',', 'показва', ',', 'че', 'в', 'момента', 'се', 'подготвят', 'или', 'изпълняват', 'проекти', 'за', 'по-малко', 'от', '430', 'млн', '.', 'лв', '.', 'това', 'е', 'едва', 'една', 'трета', 'от', 'сумата', 'през', '2019', 'г.', ',', 'когато', 'производствените', 'компании', 'обявиха', 'планове', 'да', 'вложат', 'общо', '1.3', 'млрд', '.', 'лв', '.', 'затова', 'пък', 'държавата', 'се', 'похвали', 'с', 'рекорд', '-', 'през', '2020', 'г.', 'има', 'бум', 'в', 'издаването', 'на', 'сертификати', 'по', 'закона', 'за', 'насърчаване', 'на', 'инвестициите', '.', 'по', 'данни', 'на', 'икономическото', 'министерство', 'подкрепа', 'е', 'дадена', 'на', '34']","['своеобразната', 'класация', 'на', '15те', 'найголеми', 'инвестиции', 'която', '', 'капитал', '', 'традиционно', 'прави', 'показва', 'че', 'в', 'момента', 'се', 'подготвят', 'или', 'изпълняват', 'проекти', 'за', 'помалко', 'от', '430', 'млн', 'лв', 'това', 'е', 'едва', 'една', 'трета', 'от', 'сумата', 'през', '2019', 'г', 'когато', 'производствените', 'компании', 'обявиха', 'планове', 'да', 'вложат', 'общо', '13', 'млрд', 'лв', 'затова', 'пък', 'държавата', 'се', 'похвали', 'с', 'рекорд', 'през', '2020', 'г', 'има', 'бум', 'в', 'издаването', 'на', 'сертификати', 'по', 'закона', 'за', 'насърчаване', 'на', 'инвестициите', 'по', 'данни', 'на', 'икономическото', 'министерство', 'подкрепа', 'е', 'дадена', 'на', '34']",35,18,0,1,0
"това, че дадена институция е публикувала информация на сайта си, не я освобождава от задължение да я предостави при поискване. oсобено ако публикуваното е просто черни страници, които изобщо не могат да се прочетат.

това е изводът на съдебния състав на административен съд - софия-град, по дело на ""капитал"" срещу министерство на вътрешните работи по закона за достъп до обществена информация...",10/1/2021 11:01,193,19,5,capital.bg,0,информация...,True,61,5.491803279,0,"['това', ',', 'че', 'дадена', 'институция', 'е', 'публикувала', 'информация', 'на', 'сайта', 'си', ',', 'не', 'я', 'освобождава', 'от', 'задължение', 'да', 'я', 'предостави', 'при', 'поискване', '.', 'oсобено', 'ако', 'публикуваното', 'е', 'просто', 'черни', 'страници', ',', 'които', 'изобщо', 'не', 'могат', 'да', 'се', 'прочетат', '.', 'това', 'е', 'изводът', 'на', 'съдебния', 'състав', 'на', 'административен', 'съд', '-', 'софия-град', ',', 'по', 'дело', 'на', '``', 'капитал', ""''"", 'срещу', 'министерство', 'на', 'вътрешните', 'работи', 'по', 'закона', 'за', 'достъп', 'до', 'обществена', 'информация', '...']","['това', 'че', 'дадена', 'институция', 'е', 'публикувала', 'информация', 'на', 'сайта', 'си', 'не', 'я', 'освобождава', 'от', 'задължение', 'да', 'я', 'предостави', 'при', 'поискване', 'oсобено', 'ако', 'публикуваното', 'е', 'просто', 'черни', 'страници', 'които', 'изобщо', 'не', 'могат', 'да', 'се', 'прочетат', 'това', 'е', 'изводът', 'на', 'съдебния', 'състав', 'на', 'административен', 'съд', 'софияград', 'по', 'дело', 'на', '', 'капитал', '', 'срещу', 'министерство', 'на', 'вътрешните', 'работи', 'по', 'закона', 'за', 'достъп', 'до', 'обществена', 'информация', '']",29,14,0,1,0
"нещо се случва в белоградчик. по криволичещите улици на живописното градче, разположено в подножието на стара планина, отново сноват хора. но не туристи, дошли да се любуват на белоградчишките скали и да изследват местните кулинарни традиции по хотели и къщи за гости, а берачи на ягоди и боровинки, дюлгери, домашни помощници, болногледачи, шофьори.

работната ръка на западна европа си е дошла у дома...",10/1/2021 10:01,12,0,3,capital.bg,0,дома...,True,63,5.428571429,0,"['нещо', 'се', 'случва', 'в', 'белоградчик', '.', 'по', 'криволичещите', 'улици', 'на', 'живописното', 'градче', ',', 'разположено', 'в', 'подножието', 'на', 'стара', 'планина', ',', 'отново', 'сноват', 'хора', '.', 'но', 'не', 'туристи', ',', 'дошли', 'да', 'се', 'любуват', 'на', 'белоградчишките', 'скали', 'и', 'да', 'изследват', 'местните', 'кулинарни', 'традиции', 'по', 'хотели', 'и', 'къщи', 'за', 'гости', ',', 'а', 'берачи', 'на', 'ягоди', 'и', 'боровинки', ',', 'дюлгери', ',', 'домашни', 'помощници', ',', 'болногледачи', ',', 'шофьори', '.', 'работната', 'ръка', 'на', 'западна', 'европа', 'си', 'е', 'дошла', 'у', 'дома', '...']","['нещо', 'се', 'случва', 'в', 'белоградчик', 'по', 'криволичещите', 'улици', 'на', 'живописното', 'градче', 'разположено', 'в', 'подножието', 'на', 'стара', 'планина', 'отново', 'сноват', 'хора', 'но', 'не', 'туристи', 'дошли', 'да', 'се', 'любуват', 'на', 'белоградчишките', 'скали', 'и', 'да', 'изследват', 'местните', 'кулинарни', 'традиции', 'по', 'хотели', 'и', 'къщи', 'за', 'гости', 'а', 'берачи', 'на', 'ягоди', 'и', 'боровинки', 'дюлгери', 'домашни', 'помощници', 'болногледачи', 'шофьори', 'работната', 'ръка', 'на', 'западна', 'европа', 'си', 'е', 'дошла', 'у', 'дома', '']",25,15,0,1,0
"седмият режисьорски филм на клуни the midnight sky е емоционално предупреждение за крехкостта на живота и цивилизацията, напомняне за ценностите, които трябва да бъдат пазени.

тонът му е елегичен, в унисон с днешното състояние на света. показателно за това е празничната премиера по netflix...",9/1/2021 22:00,65,0,12,capital.bg,0,netflix...,True,44,5.681818182,0,"['седмият', 'режисьорски', 'филм', 'на', 'клуни', 'the', 'midnight', 'sky', 'е', 'емоционално', 'предупреждение', 'за', 'крехкостта', 'на', 'живота', 'и', 'цивилизацията', ',', 'напомняне', 'за', 'ценностите', ',', 'които', 'трябва', 'да', 'бъдат', 'пазени', '.', 'тонът', 'му', 'е', 'елегичен', ',', 'в', 'унисон', 'с', 'днешното', 'състояние', 'на', 'света', '.', 'показателно', 'за', 'това', 'е', 'празничната', 'премиера', 'по', 'netflix', '...']","['седмият', 'режисьорски', 'филм', 'на', 'клуни', 'the', 'midnight', 'sky', 'е', 'емоционално', 'предупреждение', 'за', 'крехкостта', 'на', 'живота', 'и', 'цивилизацията', 'напомняне', 'за', 'ценностите', 'които', 'трябва', 'да', 'бъдат', 'пазени', 'тонът', 'му', 'е', 'елегичен', 'в', 'унисон', 'с', 'днешното', 'състояние', 'на', 'света', 'показателно', 'за', 'това', 'е', 'празничната', 'премиера', 'по', 'netflix', '']",19,9,0,1,0
"фестивалът за кино от близкия изток, централна азия и северна африка sofia menarзапочва на 15 януари и отново е първото голямо годишно киносъбитие у нас. в условията на продължаващи ограничения тринадесетото издание ще се проведе онлайн на стрийминг платформата neterra.

menar представя 33 игрални, документални и късометражни филма, които не биха стигнали до българия по друг повод...",9/1/2021 21:30,14,0,0,capital.bg,0,повод...,True,57,5.771929825,0,"['фестивалът', 'за', 'кино', 'от', 'близкия', 'изток', ',', 'централна', 'азия', 'и', 'северна', 'африка', 'sofia', 'menarзапочва', 'на', '15', 'януари', 'и', 'отново', 'е', 'първото', 'голямо', 'годишно', 'киносъбитие', 'у', 'нас', '.', 'в', 'условията', 'на', 'продължаващи', 'ограничения', 'тринадесетото', 'издание', 'ще', 'се', 'проведе', 'онлайн', 'на', 'стрийминг', 'платформата', 'neterra', '.', 'menar', 'представя', '33', 'игрални', ',', 'документални', 'и', 'късометражни', 'филма', ',', 'които', 'не', 'биха', 'стигнали', 'до', 'българия', 'по', 'друг', 'повод', '...']","['фестивалът', 'за', 'кино', 'от', 'близкия', 'изток', 'централна', 'азия', 'и', 'северна', 'африка', 'sofia', 'menarзапочва', 'на', '15', 'януари', 'и', 'отново', 'е', 'първото', 'голямо', 'годишно', 'киносъбитие', 'у', 'нас', 'в', 'условията', 'на', 'продължаващи', 'ограничения', 'тринадесетото', 'издание', 'ще', 'се', 'проведе', 'онлайн', 'на', 'стрийминг', 'платформата', 'neterra', 'menar', 'представя', '33', 'игрални', 'документални', 'и', 'късометражни', 'филма', 'които', 'не', 'биха', 'стигнали', 'до', 'българия', 'по', 'друг', 'повод', '']",20,9,0,1,0
"fichu отваря врати за първи път през 1928 г. днес в него се съхраняват повече от 10 хил. топа с платове, произведени между 20-те и 70-те години на миналия век. общото им тегло е над 6 тона. посещението на fichu е като пътуване в миналото с неговото изумително разнообразие от цветове, форми и текстури, някои от които напълно непознати днес.

fichu е основан от родителите на олег илияпур, които произхождат от номадски семейства в иран. те идват на меден месец в берлин през 1925 г. и толкова харесв",9/1/2021 21:00,46,6,0,capital.bg,0,харесв,True,88,4.681818182,0,"['fichu', 'отваря', 'врати', 'за', 'първи', 'път', 'през', '1928', 'г.', 'днес', 'в', 'него', 'се', 'съхраняват', 'повече', 'от', '10', 'хил', '.', 'топа', 'с', 'платове', ',', 'произведени', 'между', '20-те', 'и', '70-те', 'години', 'на', 'миналия', 'век', '.', 'общото', 'им', 'тегло', 'е', 'над', '6', 'тона', '.', 'посещението', 'на', 'fichu', 'е', 'като', 'пътуване', 'в', 'миналото', 'с', 'неговото', 'изумително', 'разнообразие', 'от', 'цветове', ',', 'форми', 'и', 'текстури', ',', 'някои', 'от', 'които', 'напълно', 'непознати', 'днес', '.', 'fichu', 'е', 'основан', 'от', 'родителите', 'на', 'олег', 'илияпур', ',', 'които', 'произхождат', 'от', 'номадски', 'семейства', 'в', 'иран', '.', 'те', 'идват', 'на', 'меден', 'месец', 'в', 'берлин', 'през', '1925', 'г.', 'и', 'толкова', 'харесв']","['fichu', 'отваря', 'врати', 'за', 'първи', 'път', 'през', '1928', 'г', 'днес', 'в', 'него', 'се', 'съхраняват', 'повече', 'от', '10', 'хил', 'топа', 'с', 'платове', 'произведени', 'между', '20те', 'и', '70те', 'години', 'на', 'миналия', 'век', 'общото', 'им', 'тегло', 'е', 'над', '6', 'тона', 'посещението', 'на', 'fichu', 'е', 'като', 'пътуване', 'в', 'миналото', 'с', 'неговото', 'изумително', 'разнообразие', 'от', 'цветове', 'форми', 'и', 'текстури', 'някои', 'от', 'които', 'напълно', 'непознати', 'днес', 'fichu', 'е', 'основан', 'от', 'родителите', 'на', 'олег', 'илияпур', 'които', 'произхождат', 'от', 'номадски', 'семейства', 'в', 'иран', 'те', 'идват', 'на', 'меден', 'месец', 'в', 'берлин', 'през', '1925', 'г', 'и', 'толкова', 'харесв']",43,13,0,1,0
"милиардерът илън мъск лансира смела и на пръв поглед почти налудна идея за това как ще се приземява super heavy - първата степен на гигантската ракета starship, която един ден би трябвало да извършва пилотирани полети до марс.

намерението на технологичния визионер е да премахне изцяло нейните огромни ""крака"" за кацане, намалявайки по този начин теглото ѝ, респективно капацитета за полезен товар и/или гориво в резервоарите...",9/1/2021 20:12,38,0,3,capital.bg,0,резервоарите...,True,66,5.5,0,"['милиардерът', 'илън', 'мъск', 'лансира', 'смела', 'и', 'на', 'пръв', 'поглед', 'почти', 'налудна', 'идея', 'за', 'това', 'как', 'ще', 'се', 'приземява', 'super', 'heavy', '-', 'първата', 'степен', 'на', 'гигантската', 'ракета', 'starship', ',', 'която', 'един', 'ден', 'би', 'трябвало', 'да', 'извършва', 'пилотирани', 'полети', 'до', 'марс', '.', 'намерението', 'на', 'технологичния', 'визионер', 'е', 'да', 'премахне', 'изцяло', 'нейните', 'огромни', '``', 'крака', ""''"", 'за', 'кацане', ',', 'намалявайки', 'по', 'този', 'начин', 'теглото', 'ѝ', ',', 'респективно', 'капацитета', 'за', 'полезен', 'товар', 'и/или', 'гориво', 'в', 'резервоарите', '...']","['милиардерът', 'илън', 'мъск', 'лансира', 'смела', 'и', 'на', 'пръв', 'поглед', 'почти', 'налудна', 'идея', 'за', 'това', 'как', 'ще', 'се', 'приземява', 'super', 'heavy', 'първата', 'степен', 'на', 'гигантската', 'ракета', 'starship', 'която', 'един', 'ден', 'би', 'трябвало', 'да', 'извършва', 'пилотирани', 'полети', 'до', 'марс', 'намерението', 'на', 'технологичния', 'визионер', 'е', 'да', 'премахне', 'изцяло', 'нейните', 'огромни', '', 'крака', '', 'за', 'кацане', 'намалявайки', 'по', 'този', 'начин', 'теглото', 'ѝ', 'респективно', 'капацитета', 'за', 'полезен', 'товар', 'иили', 'гориво', 'в', 'резервоарите', '']",24,11,0,0,0
